time,width,height,area,actual_area,density
159.0000,11.0000,11.0000,100.0000,121.0000,0.2117
160.0000,11.0000,11.0000,100.0000,121.0000,0.2117
161.0000,11.0000,11.0000,100.0000,121.0000,0.2117
162.0000,11.0000,11.0000,100.0000,121.0000,0.2117
163.0000,11.0000,11.0000,100.0000,121.0000,0.2117
164.0000,11.0000,11.0000,100.0000,121.0000,0.2117
165.0000,11.0000,11.0000,100.0000,121.0000,0.2117
166.0000,11.0000,11.0000,100.0000,121.0000,0.2117
167.0000,11.0000,11.0000,100.0000,121.0000,0.2117
168.0000,11.0000,11.0000,100.0000,121.0000,0.2117
169.0000,11.0000,11.0000,100.0000,121.0000,0.2117
170.0000,11.0000,11.0000,100.0000,121.0000,0.2117
171.0000,11.0000,11.0000,100.0000,121.0000,0.2117
172.0000,11.0000,11.0000,100.0000,121.0000,0.2117
173.0000,11.0000,11.0000,100.0000,121.0000,0.2117
174.0000,11.0000,11.0000,100.0000,121.0000,0.2117
175.0000,11.0000,11.0000,100.0000,121.0000,0.2117
176.0000,11.0000,11.0000,100.0000,121.0000,0.2117
177.0000,11.0000,11.0000,100.0000,121.0000,0.2117
178.0000,11.0000,11.0000,100.0000,121.0000,0.2117
179.0000,11.0000,11.0000,100.0000,121.0000,0.2117
180.0000,11.0000,11.0000,100.0000,121.0000,0.2117
181.0000,11.0000,11.0000,100.0000,121.0000,0.2117
182.0000,11.0000,11.0000,100.0000,121.0000,0.2117
183.0000,11.0000,11.0000,100.0000,121.0000,0.2117
184.0000,11.0000,11.0000,100.0000,121.0000,0.2117
185.0000,11.0000,11.0000,100.0000,121.0000,0.2117
186.0000,11.0000,11.0000,100.0000,121.0000,0.2117
187.0000,11.0000,11.0000,100.0000,121.0000,0.2117
188.0000,11.0000,11.0000,100.0000,121.0000,0.2117
189.0000,11.0000,11.0000,100.0000,121.0000,0.2117
190.0000,11.0000,11.0000,100.0000,121.0000,0.2117
191.0000,11.0000,11.0000,100.0000,121.0000,0.2117
192.0000,11.0000,11.0000,100.0000,121.0000,0.2117
193.0000,11.0000,11.0000,100.0000,121.0000,0.2117
194.0000,11.0000,11.0000,100.0000,121.0000,0.2117
195.0000,11.0000,11.0000,100.0000,121.0000,0.2117
196.0000,11.0000,11.0000,100.0000,121.0000,0.2117
197.0000,11.0000,11.0000,100.0000,121.0000,0.2117
198.0000,11.0000,11.0000,100.0000,121.0000,0.2117
199.0000,11.0000,11.0000,100.0000,121.0000,0.2117
199.9900,11.0000,11.0000,100.0000,121.0000,0.2117
